,State,1,Crop,3,District,Year,Season,16,Area (ha),22,23,Production (t),27,29,Yield (t/ha)
134,,,,,,2012-13,Rabi,,30344.0,,,29403.0,,,0.9689889269707357
135,,,,,,2013-14,Rabi,,18705.0,,,15843.0,,,0.8469927826784283
136,,,,,SHAMLI,,,,,,,,,,
137,,,,,,2012-13,Rabi,,81.0,,,77.0,,,0.9506172839506174
138,,,,,,2013-14,Rabi,,62.0,,,50.0,,,0.8064516129032258
139,,,,,SHIVASTI,,,,,,,,,,
140,,,,,,1998-99,Rabi,,26590.0,,,18453.0,,,0.6939827002632569
141,,,,,,2000-01,Rabi,,26556.0,,,18536.0,,,0.6979966862479289
142,,,,,,2001-02,Rabi,,26361.0,,,17056.0,,,0.6470164257805091
143,,,,,,2002-03,Rabi,,23512.0,,,20220.0,,,0.859986389928547
144,,,,,,2003-04,Rabi,,23422.0,,,19628.0,,,0.8380155409444113
145,,,,,,2006-07,Rabi,,22809.0,,,12408.0,,,0.5439957911350782
146,,,,,,2007-08,Rabi,,21784.0,,,12330.0,,,0.5660117517443995
147,,,,,,2008-09,Rabi,,21656.0,,,14856.0,,,0.6859992611747322
148,,,,,,2009-10,Rabi,,20658.0,,,15927.0,,,0.7709846064478653
149,,,,,,2010-11,Rabi,,20782.0,,,14859.0,,,0.7149937445866615
150,,,,,,2011-12,Rabi,,20798.0,,,13685.0,,,0.6579959611501106
151,,,,,,2012-13,Rabi,,17108.0,,,12591.0,,,0.7359714753331775
152,,,,,,2013-14,Rabi,,19977.0,,,18019.0,,,0.901987285378185
153,,,,,SIDDHARTH NGR.,,,,,,,,,,
154,,,,,,1998-99,Rabi,,5030.0,,,3939.0,,,0.7831013916500994
155,UTTAR PRADESH,,,,,,,,,,,,,,
156,,,Masoor,,,,,,,,,,,,
157,,,,,SIDDHARTH NGR.,,,,,,,,,,
158,,,,,,2000-01,Rabi,,3945.0,,,3720.0,,,0.9429657794676807
159,,,,,,2001-02,Rabi,,5079.0,,,4058.0,,,0.7989761764126797
160,,,,,,2002-03,Rabi,,6557.0,,,5003.0,,,0.7630013725789233
161,,,,,,2003-04,Rabi,,4785.0,,,3661.0,,,0.7650992685475444
162,,,,,,2006-07,Rabi,,4726.0,,,3332.0,,,0.7050359712230215
163,,,,,,2007-08,Rabi,,3741.0,,,2712.0,,,0.7249398556535686
164,,,,,,2008-09,Rabi,,4662.0,,,4116.0,,,0.8828828828828829
165,,,,,,2009-10,Rabi,,3518.0,,,2825.0,,,0.8030130756111427
166,,,,,,2010-11,Rabi,,3108.0,,,2179.0,,,0.7010939510939511
167,,,,,,2011-12,Rabi,,3698.0,,,3258.0,,,0.8810167658193617
168,,,,,,2012-13,Rabi,,3049.0,,,2714.0,,,0.8901279107904232
169,,,,,,2013-14,Rabi,,3318.0,,,2293.0,,,0.6910789632308619
170,,,,,SITAPUR,,,,,,,,,,
171,,,,,,1998-99,Rabi,,22079.0,,,18238.0,,,0.8260337877621269
172,,,,,,2000-01,Rabi,,25062.0,,,17995.0,,,0.7180193121059771
173,,,,,,2001-02,Rabi,,28842.0,,,20161.0,,,0.6990153248734484
174,,,,,,2002-03,Rabi,,26349.0,,,20552.0,,,0.7799916505370222
175,,,,,,2003-04,Rabi,,31766.0,,,25413.0,,,0.8000062960397909
176,,,,,,2006-07,Rabi,,39459.0,,,27108.0,,,0.6869915608606402
177,,,,,,2007-08,Rabi,,20022.0,,,13675.0,,,0.6829987014284288
178,,,,,,2008-09,Rabi,,22503.0,,,17102.0,,,0.7599875572145937
179,,,,,,2009-10,Rabi,,22924.0,,,17445.0,,,0.7609928459256675
180,,,,,,2010-11,Rabi,,25657.0,,,20782.0,,,0.8099933741279183
181,,,,,,2011-12,Rabi,,20228.0,,,16081.0,,,0.7949871465295629
182,,,,,,2012-13,Rabi,,19285.0,,,15004.0,,,0.7780140005185378
183,,,,,,2013-14,Rabi,,18223.0,,,10879.0,,,0.5969928112824453
184,,,,,SONBHADRA,,,,,,,,,,
185,,,,,,1998-99,Rabi,,7878.0,,,6570.0,,,0.8339680121858339
186,,,,,,2000-01,Rabi,,8808.0,,,6808.0,,,0.7729336966394187
187,,,,,,2001-02,Rabi,,10898.0,,,7204.0,,,0.6610387227014131
188,,,,,,2002-03,Rabi,,11202.0,,,7349.0,,,0.6560435636493483
189,,,,,,2003-04,Rabi,,11420.0,,,8748.0,,,0.7660245183887916
190,,,,,,2006-07,Rabi,,9161.0,,,5323.0,,,0.5810501037004694
191,,,,,,2007-08,Rabi,,5955.0,,,4532.0,,,0.761041141897565
192,,,,,,2008-09,Rabi,,10026.0,,,6587.0,,,0.6569918212647117
193,,,,,,2009-10,Rabi,,8059.0,,,6641.0,,,0.8240476485916366
194,,,,,,2010-11,Rabi,,11638.0,,,6215.0,,,0.5340264650283554
195,,,,,,2011-12,Rabi,,14120.0,,,11705.0,,,0.8289660056657223
196,,,,,,2012-13,Rabi,,9468.0,,,7991.0,,,0.8440008449514153
197,,,,,,2013-14,Rabi,,9788.0,,,6969.0,,,0.7119942787086228
198,,,,,SULTANPUR,,,,,,,,,,
199,,,,,,1998-99,Rabi,,3844.0,,,3911.0,,,1.017429760665973
200,,,,,,2000-01,Rabi,,4035.0,,,3570.0,,,0.8847583643122676
201,,,,,,2001-02,Rabi,,4673.0,,,5271.0,,,1.127969184677937
202,,,,,,2002-03,Rabi,,5312.0,,,5013.0,,,0.9437123493975903
203,,,,,,2003-04,Rabi,,5504.0,,,4557.0,,,0.8279433139534883
204,,,,,,2006-07,Rabi,,5829.0,,,4989.0,,,0.8558929490478642
205,,,,,,2007-08,Rabi,,6152.0,,,7007.0,,,1.1389791937581275
206,,,,,,2008-09,Rabi,,6194.0,,,5996.0,,,0.9680335808847272
207,UTTAR PRADESH,,,,,,,,,,,,,,
208,,,Masoor,,,,,,,,,,,,
209,,,,,SULTANPUR,,,,,,,,,,
210,,,,,,2009-10,Rabi,,5582.0,,,5158.0,,,0.9240415621640988
211,,,,,,2010-11,Rabi,,4124.0,,,3592.0,,,0.8709990300678951
212,,,,,,2011-12,Rabi,,5022.0,,,5343.0,,,1.0639187574671447
213,,,,,,2012-13,Rabi,,5014.0,,,3249.0,,,0.6479856402074192
214,,,,,,2013-14,Rabi,,6574.0,,,2380.0,,,0.36203224825068453
215,,,,,TEHRIGARHWAL,,,,,,,,,,
216,,,,,,1998-99,Rabi,,1167.0,,,846.0,,,0.7249357326478149
217,,,,,U.S.NAGAR,,,,,,,,,,
218,,,,,,1998-99,Rabi,,1707.0,,,1238.0,,,0.7252489748096075
219,,,,,,2002-03,Rabi,,570537.0,,,435467.0,,,0.7632581234871708
220,,,,,UNNAO,,,,,,,,,,
221,,,,,,1998-99,Rabi,,701.0,,,579.0,,,0.8259629101283881
222,,,,,,2000-01,Rabi,,1120.0,,,1201.0,,,1.0723214285714286
223,,,,,,2001-02,Rabi,,1154.0,,,796.0,,,0.6897746967071058
224,,,,,,2002-03,Rabi,,1104.0,,,884.0,,,0.8007246376811594
225,,,,,,2003-04,Rabi,,1417.0,,,1137.0,,,0.8023994354269584
226,,,,,,2006-07,Rabi,,1096.0,,,802.0,,,0.7317518248175182
227,,,,,,2007-08,Rabi,,1054.0,,,865.0,,,0.8206831119544592
228,,,,,,2008-09,Rabi,,979.0,,,813.0,,,0.8304392236976507
229,,,,,,2009-10,Rabi,,1073.0,,,878.0,,,0.8182665424044734
230,,,,,,2010-11,Rabi,,687.0,,,595.0,,,0.8660844250363902
231,,,,,,2011-12,Rabi,,782.0,,,653.0,,,0.8350383631713555
232,,,,,,2012-13,Rabi,,692.0,,,571.0,,,0.8251445086705202
233,,,,,,2013-14,Rabi,,554.0,,,390.0,,,0.703971119133574
234,,,,,UTTAR KASHI,,,,,,,,,,
235,,,,,,1998-99,Rabi,,402.0,,,291.0,,,0.7238805970149254
236,,,,,VARANASI,,,,,,,,,,
237,,,,,,1998-99,Rabi,,207.0,,,170.0,,,0.821256038647343
238,,,,,,2000-01,Rabi,,281.0,,,149.0,,,0.5302491103202847
239,,,,,,2001-02,Rabi,,207.0,,,146.0,,,0.7053140096618357
240,,,,,,2002-03,Rabi,,245.0,,,154.0,,,0.6285714285714286
241,,,,,,2003-04,Rabi,,281.0,,,218.0,,,0.7758007117437722
242,,,,,,2006-07,Rabi,,172.0,,,133.0,,,0.7732558139534883
243,,,,,,2007-08,Rabi,,148.0,,,134.0,,,0.9054054054054055
244,,,,,,2008-09,Rabi,,208.0,,,207.0,,,0.9951923076923077
245,,,,,,2009-10,Rabi,,209.0,,,196.0,,,0.9377990430622009
246,,,,,,2010-11,Rabi,,203.0,,,158.0,,,0.7783251231527093
247,,,,,,2011-12,Rabi,,195.0,,,204.0,,,1.0461538461538462
248,,,,,,2012-13,Rabi,,201.0,,,168.0,,,0.8358208955223881
249,,,,,,2013-14,Rabi,,184.0,,,135.0,,,0.733695652173913
250,,,Moth,,,,,,,,,,,,
251,,,,,AGRA,,,,,,,,,,
252,,,,,,1998-99,Kharif,,17.0,,,7.0,,,0.411764705882353
253,,,,,,1999-00,Whole year,,11.0,,,5.0,,,0.45454545454545453
254,,,,,,2000-01,Kharif,,5.0,,,2.0,,,0.4
255,,,,,,2001-02,Kharif,,8.0,,,3.0,,,0.375
256,,,,,,2002-03,Kharif,,4.0,,,2.0,,,0.5
257,,,,,,2003-04,Kharif,,2.0,,,1.0,,,0.5
258,,,,,ALIGARH,,,,,,,,,,
259,UTTAR PRADESH,,,,,,,,,,,,,,
260,,,Moth,,,,,,,,,,,,
261,,,,,ALIGARH,,,,,,,,,,
262,,,,,,1998-99,Kharif,,3.0,,,1.0,,,0.33333333333333337
263,,,,,,2000-01,Kharif,,9.0,,,3.0,,,0.33333333333333337
264,,,,,,2001-02,Kharif,,17.0,,,6.0,,,0.35294117647058826
265,,,,,,2002-03,Kharif,,2.0,,,1.0,,,0.5
266,,,,,,2003-04,Kharif,,7.0,,,2.0,,,0.28571428571428575
267,,,,,ALLAHABAD,,,,,,,,,,
268,,,,,,1998-99,Kharif,,2.0,,,1.0,,,0.5
269,,,,,,1999-00,Whole year,,10.0,,,4.0,,,0.4
270,,,,,AMROHA (J.B.PHULE NGR.),,,,,,,,,,
271,,,,,,1998-99,Kharif,,10.0,,,4.0,,,0.4
272,,,,,,2001-02,Kharif,,2.0,,,1.0,,,0.5
273,,,,,,2003-04,Kharif,,5.0,,,2.0,,,0.4
274,,,,,BADAUN,,,,,,,,,,
275,,,,,,1998-99,Kharif,,23.0,,,9.0,,,0.391304347826087
276,,,,,,1999-00,Whole year,,18.0,,,7.0,,,0.38888888888888884
277,,,,,,2000-01,Kharif,,20.0,,,6.0,,,0.3
278,,,,,,2001-02,Kharif,,211.0,,,81.0,,,0.38388625592417064
279,,,,,,2002-03,Kharif,,220.0,,,90.0,,,0.40909090909090906
280,,,,,,2003-04,Kharif,,295.0,,,114.0,,,0.38644067796610165
281,,,,,BAHRAICH,,,,,,,,,,
282,,,,,,1998-99,Kharif,,3.0,,,1.0,,,0.33333333333333337
283,,,,,BALLIA,,,,,,,,,,
284,,,,,,1998-99,Kharif,,1.0,,,,,,
285,,,,,BALRAMPUR,,,,,,,,,,
286,,,,,,2000-01,Kharif,,2.0,,,1.0,,,0.5
287,,,,,,2001-02,Kharif,,3.0,,,1.0,,,0.33333333333333337
288,,,,,BANDA,,,,,,,,,,
289,,,,,,2003-04,Kharif,,1.0,,,1.0,,,1.0
290,,,,,BARABANKI,,,,,,,,,,
291,,,,,,1999-00,Whole year,,13.0,,,5.0,,,0.3846153846153846
292,,,,,,2000-01,Kharif,,2.0,,,1.0,,,0.5
293,,,,,,2002-03,Kharif,,4.0,,,2.0,,,0.5
294,,,,,,2003-04,Kharif,,5.0,,,2.0,,,0.4
295,,,,,BAREILLY,,,,,,,,,,
296,,,,,,1999-00,Whole year,,1.0,,,1.0,,,1.0
297,,,,,,2003-04,Kharif,,3.0,,,1.0,,,0.33333333333333337
298,,,,,BIJNOR,,,,,,,,,,
299,,,,,,2003-04,Kharif,,2.0,,,1.0,,,0.5
300,,,,,BULLANDSHAHR,,,,,,,,,,
301,,,,,,2001-02,Kharif,,1.0,,,0.1,,,0.1
302,,,,,CHANDAULI,,,,,,,,,,
303,,,,,,1998-99,Kharif,,8.0,,,3.0,,,0.375
304,,,,,,1999-00,Whole year,,9.0,,,4.0,,,0.4444444444444444
305,,,,,,2000-01,Kharif,,12.0,,,4.0,,,0.33333333333333337
306,,,,,,2001-02,Kharif,,1.0,,,1.0,,,1.0
307,,,,,DEHRADUN,,,,,,,,,,
308,,,,,,1999-00,Whole year,,3.0,,,1.0,,,0.33333333333333337
309,UTTAR PRADESH,,,,,,,,,,,,,,
310,,,Moth,,,,,,,,,,,,
311,,,,,DEORIA,,,,,,,,,,
312,,,,,,2002-03,Kharif,,8.0,,,3.0,,,0.375
313,,,,,ETAH,,,,,,,,,,
314,,,,,,1998-99,Kharif,,21.0,,,8.0,,,0.38095238095238093
315,,,,,,1999-00,Whole year,,21.0,,,9.0,,,0.42857142857142855
316,,,,,,2000-01,Kharif,,14.0,,,4.0,,,0.28571428571428575
317,,,,,,2001-02,Kharif,,15.0,,,6.0,,,0.4
318,,,,,,2002-03,Kharif,,8.0,,,3.0,,,0.375
319,,,,,,2003-04,Kharif,,18.0,,,7.0,,,0.38888888888888884
320,,,,,ETAWAH,,,,,,,,,,
321,,,,,,1998-99,Kharif,,2.0,,,1.0,,,0.5
322,,,,,,2001-02,Kharif,,1.0,,,0.1,,,0.1
323,,,,,FARRUKHABAD,,,,,,,,,,
324,,,,,,1999-00,Whole year,,8.0,,,3.0,,,0.375
325,,,,,,2001-02,Kharif,,1.0,,,1.0,,,1.0
326,,,,,FIROZABAD,,,,,,,,,,
327,,,,,,1999-00,Whole year,,19.0,,,8.0,,,0.4210526315789474
328,,,,,,2000-01,Kharif,,7.0,,,2.0,,,0.28571428571428575
329,,,,,,2001-02,Kharif,,1.0,,,1.0,,,1.0
330,,,,,,2002-03,Kharif,,3.0,,,1.0,,,0.33333333333333337
331,,,,,,2003-04,Kharif,,2.0,,,1.0,,,0.5
332,,,,,GARHWAL,,,,,,,,,,
333,,,,,,1998-99,Kharif,,1.0,,,,,,
334,,,,,GHAZIPUR,,,,,,,,,,
335,,,,,,2001-02,Kharif,,1.0,,,0.1,,,0.1
336,,,,,GONDA,,,,,,,,,,
337,,,,,,2001-02,Kharif,,1.0,,,1.0,,,1.0
338,,,,,,2003-04,Kharif,,1.0,,,0.0,,,0.0
339,,,,,HAMIRPUR,,,,,,,,,,
340,,,,,,1998-99,Kharif,,2.0,,,1.0,,,0.5
341,,,,,HARDOI,,,,,,,,,,
342,,,,,,1998-99,Kharif,,20.0,,,8.0,,,0.4
343,,,,,,1999-00,Whole year,,9.0,,,4.0,,,0.4444444444444444
344,,,,,,2000-01,Kharif,,8.0,,,2.0,,,0.25
345,,,,,,2001-02,Kharif,,4.0,,,1.0,,,0.25
346,,,,,,2003-04,Kharif,,3.0,,,1.0,,,0.33333333333333337
347,,,,,JALAUN,,,,,,,,,,
348,,,,,,1998-99,Kharif,,7.0,,,3.0,,,0.42857142857142855
349,,,,,,2000-01,Kharif,,7.0,,,2.0,,,0.28571428571428575
350,,,,,,2001-02,Kharif,,1.0,,,0.1,,,0.1
351,,,,,JHANSI,,,,,,,,,,
352,,,,,,1998-99,Kharif,,5.0,,,2.0,,,0.4
353,,,,,,1999-00,Whole year,,6.0,,,2.0,,,0.33333333333333337
354,,,,,,2003-04,Kharif,,2.0,,,1.0,,,0.5
355,,,,,KANNAUJ,,,,,,,,,,
356,,,,,,1998-99,Kharif,,4.0,,,1.0,,,0.25
357,,,,,,1999-00,Whole year,,4.0,,,2.0,,,0.5
358,,,,,,2001-02,Kharif,,1.0,,,0.1,,,0.1
359,,,,,,2003-04,Kharif,,4.0,,,2.0,,,0.5
360,UTTAR PRADESH,,,,,,,,,,,,,,
361,,,Moth,,,,,,,,,,,,
362,,,,,KANPUR CITY,,,,,,,,,,
363,,,,,,1999-00,Whole year,,12.0,,,5.0,,,0.41666666666666663
364,,,,,KUSHI NGR.,,,,,,,,,,
365,,,,,,1998-99,Kharif,,5.0,,,2.0,,,0.4
366,,,,,,1999-00,Whole year,,3.0,,,1.0,,,0.33333333333333337
367,,,,,,2001-02,Kharif,,2.0,,,1.0,,,0.5
368,,,,,,2003-04,Kharif,,3.0,,,1.0,,,0.33333333333333337
369,,,,,MAHAMAYA NAGAR,,,,,,,,,,
370,,,,,,1999-00,Whole year,,3.0,,,1.0,,,0.33333333333333337
371,,,,,,2001-02,Kharif,,3.0,,,1.0,,,0.33333333333333337
372,,,,,MAHARAHGANJ,,,,,,,,,,
373,,,,,,1998-99,Kharif,,1.0,,,,,,
374,,,,,MAHOBA,,,,,,,,,,
375,,,,,,1999-00,Whole year,,25.0,,,10.0,,,0.4
376,,,,,,2000-01,Kharif,,25.0,,,7.0,,,0.28
377,,,,,,2001-02,Kharif,,2.0,,,1.0,,,0.5
378,,,,,,2002-03,Kharif,,2.0,,,1.0,,,0.5
379,,,,,,2003-04,Kharif,,3.0,,,1.0,,,0.33333333333333337
380,,,,,MAINPURI,,,,,,,,,,
381,,,,,,1998-99,Kharif,,1.0,,,,,,
382,,,,,,2001-02,Kharif,,1.0,,,1.0,,,1.0
383,,,,,MATHURA,,,,,,,,,,
384,,,,,,1998-99,Kharif,,2.0,,,1.0,,,0.5
385,,,,,,2003-04,Kharif,,3.0,,,1.0,,,0.33333333333333337
386,,,,,MAU,,,,,,,,,,
387,,,,,,1998-99,Kharif,,1.0,,,1.0,,,1.0
388,,,,,MIRZAPUR,,,,,,,,,,
389,,,,,,1998-99,Kharif,,8.0,,,3.0,,,0.375
390,,,,,,1999-00,Whole year,,3.0,,,1.0,,,0.33333333333333337
391,,,,,,2000-01,Kharif,,5.0,,,1.0,,,0.2
392,,,,,,2001-02,Kharif,,4.0,,,2.0,,,0.5
393,,,,,MORADABAD,,,,,,,,,,
394,,,,,,1998-99,Kharif,,1.0,,,,,,
395,,,,,,2002-03,Kharif,,2.0,,,1.0,,,0.5
396,,,,,,2003-04,Kharif,,19.0,,,7.0,,,0.368421052631579
397,,,,,PRATAPGARH,,,,,,,,,,
398,,,,,,2002-03,Kharif,,3.0,,,1.0,,,0.33333333333333337
399,,,,,RAEBARELI,,,,,,,,,,
400,,,,,,1998-99,Kharif,,3.0,,,1.0,,,0.33333333333333337
401,,,,,,1999-00,Whole year,,3.0,,,1.0,,,0.33333333333333337
402,,,,,,2000-01,Kharif,,3.0,,,1.0,,,0.33333333333333337
403,,,,,,2001-02,Kharif,,7.0,,,3.0,,,0.42857142857142855
404,,,,,SHAHJAHANPUR,,,,,,,,,,
405,,,,,,1998-99,Kharif,,2.0,,,1.0,,,0.5
406,,,,,,2000-01,Kharif,,2.0,,,1.0,,,0.5
407,,,,,SHIVASTI,,,,,,,,,,
408,,,,,,2001-02,Kharif,,11.0,,,4.0,,,0.36363636363636365
409,,,,,SITAPUR,,,,,,,,,,
410,UTTAR PRADESH,,,,,,,,,,,,,,
411,,,Moth,,,,,,,,,,,,
412,,,,,SITAPUR,,,,,,,,,,
413,,,,,,1998-99,Kharif,,1.0,,,,,,
414,,,,,SONBHADRA,,,,,,,,,,
415,,,,,,1998-99,Kharif,,2.0,,,1.0,,,0.5
416,,,,,,1999-00,Whole year,,14.0,,,6.0,,,0.42857142857142855
417,,,,,SULTANPUR,,,,,,,,,,
418,,,,,,1998-99,Kharif,,3.0,,,1.0,,,0.33333333333333337
419,,,,,,1999-00,Whole year,,1.0,,,1.0,,,1.0
420,,,,,U.S.NAGAR,,,,,,,,,,
421,,,,,,1998-99,Kharif,,1.0,,,,,,
422,,,,,UNNAO,,,,,,,,,,
423,,,,,,1998-99,Kharif,,4.0,,,2.0,,,0.5
424,,,,,,1999-00,Whole year,,8.0,,,3.0,,,0.375
425,,,,,,2000-01,Kharif,,30.0,,,9.0,,,0.3
426,,,,,,2001-02,Kharif,,12.0,,,5.0,,,0.41666666666666663
427,,,,,VARANASI,,,,,,,,,,
428,,,,,,2001-02,Kharif,,28.0,,,11.0,,,0.39285714285714285
429,,,,,,2002-03,Kharif,,2.0,,,1.0,,,0.5
430,,,,,,2003-04,Kharif,,1.0,,,0.0,,,0.0
431,,,Peas & Beans (Pulses),,,,,,,,,,,,
432,,,,,AGRA,,,,,,,,,,
433,,,,,,1998-99,Rabi,,2083.0,,,2850.0,,,1.3682189150264044
434,,,,,,1999-00,Whole year,,824.0,,,1683.0,,,2.0424757281553396
435,,,,,,2000-01,Rabi,,937.0,,,1787.0,,,1.9071504802561368
436,,,,,,2001-02,Rabi,,513.0,,,912.0,,,1.7777777777777777
437,,,,,,2002-03,Rabi,,383.0,,,638.0,,,1.6657963446475197
438,,,,,,2003-04,Rabi,,361.0,,,733.0,,,2.0304709141274238
439,,,,,,2008-09,Rabi,,78.0,,,94.0,,,1.205128205128205
440,,,,,,2009-10,Rabi,,149.0,,,191.0,,,1.2818791946308723
441,,,,,,2010-11,Rabi,,115.0,,,274.0,,,2.382608695652174
442,,,,,,2011-12,Rabi,,184.0,,,305.0,,,1.657608695652174
443,,,,,,2012-13,Rabi,,99.0,,,205.0,,,2.070707070707071
444,,,,,,2013-14,Rabi,,94.0,,,206.0,,,2.1914893617021276
445,,,,,ALIGARH,,,,,,,,,,
446,,,,,,1998-99,Rabi,,3627.0,,,4962.0,,,1.368072787427626
447,,,,,,1999-00,Whole year,,2817.0,,,5752.0,,,2.0418885339013135
448,,,,,,2000-01,Rabi,,2226.0,,,4245.0,,,1.9070080862533692
449,,,,,,2001-02,Rabi,,1595.0,,,2835.0,,,1.7774294670846396
450,,,,,,2002-03,Rabi,,804.0,,,1340.0,,,1.6666666666666665
451,,,,,,2003-04,Rabi,,618.0,,,1255.0,,,2.030744336569579
452,,,,,,2008-09,Rabi,,143.0,,,173.0,,,1.2097902097902098
453,,,,,,2009-10,Rabi,,277.0,,,355.0,,,1.2815884476534296
454,,,,,,2010-11,Rabi,,187.0,,,218.0,,,1.1657754010695187
455,,,,,,2011-12,Rabi,,95.0,,,136.0,,,1.431578947368421
456,,,,,,2012-13,Rabi,,131.0,,,196.0,,,1.4961832061068703
457,,,,,,2013-14,Rabi,,147.0,,,146.0,,,0.9931972789115646
458,,,,,ALLAHABAD,,,,,,,,,,
459,,,,,,1998-99,Rabi,,6109.0,,,6683.0,,,1.0939597315436242
460,,,,,,1999-00,Whole year,,6572.0,,,11258.0,,,1.7130249543517955
461,,,,,,2000-01,Rabi,,6509.0,,,7147.0,,,1.0980181287448147
462,UTTAR PRADESH,,,,,,,,,,,,,,
463,,,Peas & Beans (Pulses),,,,,,,,,,,,
464,,,,,ALLAHABAD,,,,,,,,,,
465,,,,,,2001-02,Rabi,,5318.0,,,5535.0,,,1.0408048138397894
466,,,,,,2003-04,Rabi,,5084.0,,,4377.0,,,0.8609362706530291
467,,,,,,2008-09,Rabi,,4364.0,,,3592.0,,,0.8230980751604033
